fips,pop2019,state,county,abbreviation
51143,60354,Virginia,Pittsylvania,VA
51145,29652,Virginia,Powhatan,VA
51147,22802,Virginia,Prince Edward,VA
51149,38353,Virginia,Prince George,VA
51153,470335,Virginia,Prince William,VA
51155,34027,Virginia,Pulaski,VA
51157,7370,Virginia,Rappahannock,VA
51159,9023,Virginia,Richmond,VA
51161,94186,Virginia,Roanoke,VA
51163,22573,Virginia,Rockbridge,VA
51165,81948,Virginia,Rockingham,VA
51167,26586,Virginia,Russell,VA
51169,21566,Virginia,Scott,VA
51171,43616,Virginia,Shenandoah,VA
51173,30104,Virginia,Smyth,VA
51175,17631,Virginia,Southampton,VA
51177,136215,Virginia,Spotsylvania,VA
51179,152882,Virginia,Stafford,VA
51181,6422,Virginia,Surry,VA
51183,11159,Virginia,Sussex,VA
51185,40595,Virginia,Tazewell,VA
51187,40164,Virginia,Warren,VA
51191,53740,Virginia,Washington,VA
51193,18015,Virginia,Westmoreland,VA
51195,37383,Virginia,Wise,VA
51197,28684,Virginia,Wythe,VA
51199,68280,Virginia,York,VA
51510,159428,Virginia,Alexandria city,VA
51520,16762,Virginia,Bristol city,VA
51530,6478,Virginia,Buena Vista city,VA
51540,47266,Virginia,Charlottesville city,VA
51550,244835,Virginia,Chesapeake city,VA
51570,17370,Virginia,Colonial Heights city,VA
51580,5538,Virginia,Covington city,VA
51590,40044,Virginia,Danville city,VA
51595,5346,Virginia,Emporia city,VA
51600,24019,Virginia,Fairfax city,VA
51610,14617,Virginia,Falls Church city,VA
51620,7967,Virginia,Franklin city,VA
51630,29036,Virginia,Fredericksburg city,VA
51640,6347,Virginia,Galax city,VA
51650,134510,Virginia,Hampton city,VA
51660,53016,Virginia,Harrisonburg city,VA
51670,22529,Virginia,Hopewell city,VA
51678,7446,Virginia,Lexington city,VA
51680,82168,Virginia,Lynchburg city,VA
51683,41085,Virginia,Manassas city,VA
51685,17478,Virginia,Manassas Park city,VA
51690,12554,Virginia,Martinsville city,VA
51700,179225,Virginia,Newport News city,VA
51710,242742,Virginia,Norfolk city,VA
51720,3981,Virginia,Norton city,VA
51730,31346,Virginia,Petersburg city,VA
51735,12271,Virginia,Poquoson city,VA
51740,94398,Virginia,Portsmouth city,VA
51750,18249,Virginia,Radford city,VA
51760,230436,Virginia,Richmond city,VA
51770,99143,Virginia,Roanoke city,VA
51775,25301,Virginia,Salem city,VA
51790,24932,Virginia,Staunton city,VA
51800,92108,Virginia,Suffolk city,VA
51810,449974,Virginia,Virginia Beach city,VA
51820,22630,Virginia,Waynesboro city,VA
51830,14954,Virginia,Williamsburg city,VA
51840,28078,Virginia,Winchester city,VA
53001,19983,Washington,Adams,WA
53003,22582,Washington,Asotin,WA
53005,204390,Washington,Benton,WA
53007,77200,Washington,Chelan,WA
53009,77331,Washington,Clallam,WA
53011,488241,Washington,Clark,WA
53013,3985,Washington,Columbia,WA
53015,110593,Washington,Cowlitz,WA
53017,43429,Washington,Douglas,WA
53019,7627,Washington,Ferry,WA
53021,95222,Washington,Franklin,WA
53023,2225,Washington,Garfield,WA
53025,97733,Washington,Grant,WA
53027,75061,Washington,Grays Harbor,WA
53029,85141,Washington,Island,WA
53031,32221,Washington,Jefferson,WA
53033,2252782,Washington,King,WA
53035,271473,Washington,Kitsap,WA
53037,47935,Washington,Kittitas,WA
53039,22425,Washington,Klickitat,WA
53041,80707,Washington,Lewis,WA
53043,10939,Washington,Lincoln,WA
53045,66768,Washington,Mason,WA
53047,42243,Washington,Okanogan,WA
53049,22471,Washington,Pacific,WA
53051,13724,Washington,Pend Oreille,WA
53053,904980,Washington,Pierce,WA
53055,17582,Washington,San Juan,WA
53057,129205,Washington,Skagit,WA
53059,12083,Washington,Skamania,WA
53061,822083,Washington,Snohomish,WA
53063,522798,Washington,Spokane,WA
53065,45723,Washington,Stevens,WA
53067,290536,Washington,Thurston,WA
53069,4488,Washington,Wahkiakum,WA
53071,60760,Washington,Walla Walla,WA
53073,229247,Washington,Whatcom,WA
53075,50104,Washington,Whitman,WA
53077,250873,Washington,Yakima,WA
54001,16441,West Virginia,Barbour,WV
54003,119171,West Virginia,Berkeley,WV
54005,21457,West Virginia,Boone,WV
54007,13957,West Virginia,Braxton,WV
54009,21939,West Virginia,Brooke,WV
54011,91945,West Virginia,Cabell,WV
54013,7109,West Virginia,Calhoun,WV
54015,8508,West Virginia,Clay,WV
54017,8448,West Virginia,Doddridge,WV
54019,42406,West Virginia,Fayette,WV
54021,7823,West Virginia,Gilmer,WV
54023,11568,West Virginia,Grant,WV
54025,34662,West Virginia,Greenbrier,WV
54027,23175,West Virginia,Hampshire,WV
54029,28810,West Virginia,Hancock,WV
54031,13776,West Virginia,Hardy,WV
54033,67256,West Virginia,Harrison,WV
54035,28576,West Virginia,Jackson,WV
54037,57146,West Virginia,Jefferson,WV
54039,178124,West Virginia,Kanawha,WV
54041,15907,West Virginia,Lewis,WV
54043,20409,West Virginia,Lincoln,WV
54045,32019,West Virginia,Logan,WV
54047,17624,West Virginia,McDowell,WV
54049,56072,West Virginia,Marion,WV
54051,30531,West Virginia,Marshall,WV
54053,26516,West Virginia,Mason,WV
54055,58758,West Virginia,Mercer,WV
54057,26868,West Virginia,Mineral,WV
54059,23424,West Virginia,Mingo,WV
54061,105612,West Virginia,Monongalia,WV
54063,13275,West Virginia,Monroe,WV
54065,17884,West Virginia,Morgan,WV
54067,24496,West Virginia,Nicholas,WV
54069,41411,West Virginia,Ohio,WV
54071,6969,West Virginia,Pendleton,WV
54073,7460,West Virginia,Pleasants,WV
54075,8247,West Virginia,Pocahontas,WV
54077,33432,West Virginia,Preston,WV
54079,56450,West Virginia,Putnam,WV
54081,73361,West Virginia,Raleigh,WV
54083,28695,West Virginia,Randolph,WV
54085,9554,West Virginia,Ritchie,WV
54087,13688,West Virginia,Roane,WV
54089,12573,West Virginia,Summers,WV
54091,16695,West Virginia,Taylor,WV
54093,6839,West Virginia,Tucker,WV
54095,8591,West Virginia,Tyler,WV
54097,24176,West Virginia,Upshur,WV
54099,39402,West Virginia,Wayne,WV
54101,8114,West Virginia,Webster,WV
54103,15065,West Virginia,Wetzel,WV
54105,5821,West Virginia,Wirt,WV
54107,83518,West Virginia,Wood,WV
54109,20394,West Virginia,Wyoming,WV
55001,20220,Wisconsin,Adams,WI
55003,15562,Wisconsin,Ashland,WI
55005,45244,Wisconsin,Barron,WI
55007,15036,Wisconsin,Bayfield,WI
55009,264542,Wisconsin,Brown,WI
55011,13031,Wisconsin,Buffalo,WI
55013,15414,Wisconsin,Burnett,WI
55015,50089,Wisconsin,Calumet,WI
55017,64658,Wisconsin,Chippewa,WI
55019,34774,Wisconsin,Clark,WI
55021,57532,Wisconsin,Columbia,WI
55023,16131,Wisconsin,Crawford,WI
55025,546695,Wisconsin,Dane,WI
55027,87839,Wisconsin,Dodge,WI
55029,27668,Wisconsin,Door,WI
55031,43150,Wisconsin,Douglas,WI
55033,45368,Wisconsin,Dunn,WI
55035,104646,Wisconsin,Eau Claire,WI
55037,4295,Wisconsin,Florence,WI
55039,103403,Wisconsin,Fond du Lac,WI
55041,9004,Wisconsin,Forest,WI
55043,51439,Wisconsin,Grant,WI
55045,36960,Wisconsin,Green,WI
55047,18913,Wisconsin,Green Lake,WI
55049,23678,Wisconsin,Iowa,WI
55051,5687,Wisconsin,Iron,WI
55053,20643,Wisconsin,Jackson,WI
55055,84769,Wisconsin,Jefferson,WI
55057,26687,Wisconsin,Juneau,WI
55059,169561,Wisconsin,Kenosha,WI
55061,20434,Wisconsin,Kewaunee,WI
55063,118016,Wisconsin,La Crosse,WI
55065,16665,Wisconsin,Lafayette,WI
55067,19189,Wisconsin,Langlade,WI
55069,27593,Wisconsin,Lincoln,WI
55071,78981,Wisconsin,Manitowoc,WI
55073,135692,Wisconsin,Marathon,WI
55075,40350,Wisconsin,Marinette,WI
55077,15574,Wisconsin,Marquette,WI
55078,4556,Wisconsin,Menominee,WI
55079,945726,Wisconsin,Milwaukee,WI
55081,46253,Wisconsin,Monroe,WI
55083,37930,Wisconsin,Oconto,WI
55085,35595,Wisconsin,Oneida,WI
55087,187885,Wisconsin,Outagamie,WI
55089,89221,Wisconsin,Ozaukee,WI
55091,7287,Wisconsin,Pepin,WI
55093,42754,Wisconsin,Pierce,WI
55095,43783,Wisconsin,Polk,WI
55097,70772,Wisconsin,Portage,WI
55099,13351,Wisconsin,Price,WI
55101,196311,Wisconsin,Racine,WI
55103,17252,Wisconsin,Richland,WI
55105,163354,Wisconsin,Rock,WI
55107,14178,Wisconsin,Rusk,WI
55109,90687,Wisconsin,St. Croix,WI
55111,64442,Wisconsin,Sauk,WI
55113,16558,Wisconsin,Sawyer,WI
55115,40899,Wisconsin,Shawano,WI
55117,115340,Wisconsin,Sheboygan,WI
55119,20343,Wisconsin,Taylor,WI
55121,29649,Wisconsin,Trempealeau,WI
55123,30822,Wisconsin,Vernon,WI
55125,22195,Wisconsin,Vilas,WI
55127,103868,Wisconsin,Walworth,WI
55129,15720,Wisconsin,Washburn,WI
55131,136034,Wisconsin,Washington,WI
55133,404198,Wisconsin,Waukesha,WI
55135,50990,Wisconsin,Waupaca,WI
55137,24443,Wisconsin,Waushara,WI
55139,171907,Wisconsin,Winnebago,WI
55141,72999,Wisconsin,Wood,WI
56001,38880,Wyoming,Albany,WY
56003,11790,Wyoming,Big Horn,WY
56005,46341,Wyoming,Campbell,WY
56007,14800,Wyoming,Carbon,WY
56009,13822,Wyoming,Converse,WY
56011,7584,Wyoming,Crook,WY
56013,39261,Wyoming,Fremont,WY
56015,13211,Wyoming,Goshen,WY
56017,4413,Wyoming,Hot Springs,WY
56019,8445,Wyoming,Johnson,WY
56021,99500,Wyoming,Laramie,WY
56023,19830,Wyoming,Lincoln,WY
56025,79858,Wyoming,Natrona,WY
56027,2356,Wyoming,Niobrara,WY
56029,29194,Wyoming,Park,WY
56031,8393,Wyoming,Platte,WY
56033,30485,Wyoming,Sheridan,WY
56035,9831,Wyoming,Sublette,WY
56037,42343,Wyoming,Sweetwater,WY
56039,23464,Wyoming,Teton,WY
56041,20226,Wyoming,Uinta,WY
56043,7805,Wyoming,Washakie,WY
56045,6927,Wyoming,Weston,WY
